order_id,customer_id,restaurant_name,cuisine_type,order_datetime,delivery_time_mins,delivery_partner_id,distance_km,order_value_inr,discount_applied_inr,rating,peak_hour,order_status,city
SW9038031,USR502372,Punjab Grill,Biryani,2023-04-21 01:06:58,36,DE95822,2.3,159,150.0,3.2,No,Delivered,delhi
SW6758286,USR219963,Saravana Bhavan,Pizza,2023-04-21 04:23:35,22,DE88281,5.8,703,,3.5,No,Delivered,delhi
SW7701003,USR533480,KFC,north indian,2023-04-21 07:40:11,24,DE31027,1.7,319,0.0,4.7,No,Delivered,Bengaluru
SW4859164,USR206242,Pizza Hut,south indian,2023-04-21 10:56:48,35,DE58764,8.0,328,0.0,4.5,No,Delivered,Hyderabad
SW5517142,USR289830,Pind Balluchi,pizza,2023-04-21 14:13:24,61,DE45568,0.9,1445,0.0,,Yes,Cancelled,Bangalore
SW8466805,USR863027,Vaango,Chinese,2023-04-21 17:30:01,23,DE51108,1.7,549,,4.2,No,Cancelled,Chennai
SW3623509,USR522976,Subway,Fast Food,2023-04-21 20:46:37,41,DE43852,8.9,277,0.0,4.8,Yes,Delivered,Chennai
SW6364750,USR624624,Burger King,Mughlai,2023-04-22 00:03:14,42,DE14056,10.0,818,75.0,3.7,No,Out for Delivery,Jaipur
SW7579521,USR774671,Subway,Burgers,2023-04-22 03:19:50,44,DE65901,3.5,441,0.0,4.6,No,Delivered,Delhi
SW9383432,USR356507,Box8,Desserts,2023-04-22 06:36:27,43,DE85472,5.8,1860,0.0,,No,Delivered,Pune
SW5744607,USR785205,Wow Momo,biryani,2023-04-22 09:53:04,22,DE63802,7.2,398,30.0,4.6,No,Delivered,Pune
SW9609913,USR496476,Udipi Palace,Continental,2023-04-22 13:09:40,49,DE50846,0.8,232,50.0,,Yes,delivered,Hyderabad
SW5644419,USR154812,Wow Momo,Desserts,2023-04-22 16:26:17,32,DE16390,8.7,1698,50.0,4.3,No,DELIVERED,Chennai
SW2312146,USR765506,KFC,north indian,2023-04-22 19:42:53,61,DE80776,,326,30.0,2.7,Yes,Delivered,Jaipur
SW2545366,USR760698,Punjab Grill,Burgers,2023-04-22 22:59:30,57,DE47931,2.6,100,20.0,2.2,Yes,Delivered,delhi
SW9489887,USR292758,Paradise Biryani,North Indian,2023-04-23 02:16:06,30,DE87541,8.9,156,100.0,3.1,No,Delivered,Mumbai
SW5935756,USR995466,Haldiram's,Chinese,2023-04-23 05:32:43,25,DE72478,10.1,1262,,4.8,No,Delivered,Chennai
SW3434974,USR802702,Wow Momo,biryani,2023-04-23 08:49:19,43,DE79360,8.7,670,0.0,4.4,No,cancelled,Kolkata
SW4211586,USR526857,Saravana Bhavan,Mughlai,2023-04-23 12:05:56,48,DE76059,11.0,90,75.0,3.7,Yes,delivered,Hyderabad
SW5452439,USR265690,Vaango,chinese,2023-04-23 15:22:33,20,DE31684,11.9,577,0.0,4.6,No,Cancelled,delhi
SW2204504,USR667228,Burger King,South Indian,2023-04-23 18:39:09,25,DE11866,9.8,175,0.0,3.8,No,DELIVERED,Pune
SW6926969,USR502062,Moti Mahal,North Indian,2023-04-23 21:55:46,61,DE32254,7.6,173,,1.7,Yes,DELIVERED,Hyderabad
SW1985288,USR758439,Punjab Grill,Mughlai,2023-04-24 01:12:22,38,DE49655,,155,0.0,3.2,No,Delivered,Chennai
SW2484518,USR497091,Saravana Bhavan,North Indian,2023-04-24 04:28:59,40,DE24333,10.9,285,30.0,4.4,No,Delivered,Chennai
SW5382154,USR122773,Haldiram's,Burgers,2023-04-24 07:45:35,32,DE25149,3.8,561,0.0,,No,Delivered,Hyderabad
SW5403070,USR447430,Hyderabad House,Mughlai,2023-04-24 11:02:12,41,DE41853,5.0,337,20.0,4.9,No,Delivered,Jaipur
SW8329784,USR841113,Sagar Ratna,Chinese,2023-04-24 14:18:48,42,DE69297,6.5,371,150.0,3.5,Yes,Delivered,delhi
SW1583756,USR658103,Smoke House Deli,Biryani,2023-04-24 17:35:25,32,DE56602,10.7,522,30.0,4.1,No,Delivered,Kolkata
SW8087554,USR361144,The Beer Cafe,south indian,2023-04-24 20:52:01,48,DE53864,9.7,94,0.0,2.1,Yes,Delivered,Delhi
SW1350366,USR154996,Social,South Indian,2023-04-25 00:08:38,25,DE85767,,1293,30.0,4.3,No,Delivered,Pune
SW3217229,USR161762,Saravana Bhavan,Fast Food,2023-04-25 03:25:15,44,DE79207,,810,50.0,3.6,No,Delivered,Pune
SW9464069,USR461157,Udipi Palace,NORTH INDIAN,2023-04-25 06:41:51,34,DE39148,10.3,267,,4.0,No,Delivered,Chennai
SW4224357,USR605643,Punjab Grill,chinese,2023-04-25 09:58:28,31,DE12912,4.5,329,0.0,3.1,No,Delivered,Hyderabad
SW4862669,USR358541,Cafe Coffee Day,north indian,2023-04-25 13:15:04,64,DE60202,3.7,258,0.0,2.4,Yes,Delivered,Jaipur
SW2912104,USR715625,Sagar Ratna,North Indian,2023-04-25 16:31:41,37,DE66058,5.0,276,0.0,4.9,No,Delivered,Kolkata
SW3686539,USR342502,Cafe Coffee Day,North Indian,2023-04-25 19:48:17,66,DE58120,9.3,2480,0.0,1.1,Yes,delivered,Bengaluru
SW6918781,USR357140,Wow Momo,chinese,2023-04-25 23:04:54,25,DE64988,7.7,232,50.0,,No,Delivered,Mumbai
SW6040484,USR390476,Pizza Hut,north indian,2023-04-26 02:21:30,24,DE65344,1.9,2421,100.0,3.1,No,Delivered,Hyderabad
SW9509656,USR355037,Behrouz Biryani,biryani,2023-04-26 05:38:07,31,DE48141,4.2,184,0.0,4.3,No,Delivered,Bangalore
SW9628756,USR116413,Saravana Bhavan,Desserts,2023-04-26 08:54:44,36,DE73477,10.6,323,100.0,4.8,No,Delivered,Kolkata
SW6227599,USR790106,Smoke House Deli,Rolls,2023-04-26 12:11:20,49,DE26783,11.2,427,75.0,2.9,Yes,Delivered,Chennai
SW4612124,USR819468,Subway,North Indian,2023-04-26 15:27:57,41,DE94433,2.1,712,20.0,3.9,No,Delivered,delhi
SW5506396,USR498159,Chaayos,chinese,2023-04-26 18:44:33,27,DE85220,11.7,1588,75.0,4.7,No,Delivered,Pune
SW4691194,USR628729,Box8,North Indian,2023-04-26 22:01:10,52,DE22697,7.7,185,20.0,3.3,Yes,Delivered,Jaipur
SW9870292,USR143413,Behrouz Biryani,Pizza,2023-04-27 01:17:46,34,DE77859,9.7,480,30.0,,No,Delivered,Pune
SW5925292,USR264436,Cafe Coffee Day,Pizza,2023-04-27 04:34:23,42,DE12362,10.0,225,0.0,4.3,No,Delivered,Mumbai
SW6242566,USR609514,Mainland China,north indian,2023-04-27 07:50:59,40,DE89029,,1992,30.0,3.1,No,Delivered,Jaipur
SW8127880,USR900602,Paradise Biryani,Thai,2023-04-27 11:07:36,40,DE37907,7.6,1806,30.0,4.2,No,delivered,delhi
SW5489217,USR443397,Subway,Burgers,2023-04-27 14:24:12,53,DE15824,2.1,239,0.0,3.4,Yes,Delivered,Hyderabad
SW7340832,USR118890,Udipi Palace,Thai,2023-04-27 17:40:49,37,DE33768,5.5,281,50.0,4.0,No,Delivered,Bangalore
SW8647892,USR834383,The Beer Cafe,Fast Food,2023-04-27 20:57:26,63,DE82964,4.6,1571,0.0,1.5,Yes,Delivered,Bangalore
SW7381736,USR279886,Social,Biryani,2023-04-28 00:14:02,27,DE10575,10.2,103,20.0,4.6,No,Delivered,Hyderabad
SW1772978,USR838236,Cafe Coffee Day,Burgers,2023-04-28 03:30:39,42,DE80233,2.2,368,20.0,3.4,No,Out for Delivery,Delhi
SW5506035,USR148920,Saravana Bhavan,south indian,2023-04-28 06:47:15,20,DE34604,10.3,109,20.0,,No,Delivered,Chennai
SW6536837,USR156436,Burger King,Chinese,2023-04-28 10:03:52,26,DE53666,4.6,174,0.0,3.3,No,Delivered,Mumbai
SW5804145,USR164721,Hyderabad House,Mughlai,2023-04-28 13:20:28,48,DE95633,1.2,306,150.0,2.3,Yes,Delivered,Kolkata
SW3314493,USR474675,Udipi Palace,Pizza,2023-04-28 16:37:05,25,DE52431,,505,30.0,4.2,No,Delivered,Chennai
SW2837714,USR635092,Domino's Pizza,chinese,2023-04-28 19:53:41,59,DE41289,11.9,407,0.0,2.4,Yes,delivered,delhi
SW3591576,USR986503,McDonald's,Biryani,2023-04-28 23:10:18,30,DE43299,10.7,522,0.0,3.9,No,Delivered,Hyderabad
SW9025089,USR594270,Domino's Pizza,Chinese,2023-04-29 02:26:55,29,DE66900,11.1,210,0.0,3.5,No,Delivered,delhi
SW7894563,USR684129,Punjab Grill,Biryani,2023-04-29 05:43:31,26,DE31521,4.7,521,,4.1,No,Delivered,delhi
SW2957571,USR521869,Subway,Thai,2023-04-29 09:00:08,33,DE16603,2.9,532,20.0,4.2,No,DELIVERED,Jaipur
SW4793524,USR753974,Domino's Pizza,BIRYANI,2023-04-29 12:16:44,68,DE37440,10.5,320,0.0,1.7,Yes,Cancelled,delhi
SW3818254,USR941275,Faasos,CHINESE,2023-04-29 15:33:21,25,DE93833,0.9,426,0.0,3.0,No,Delivered,Pune
SW8825933,USR415896,Pizza Hut,Fast Food,2023-04-29 18:49:57,24,DE46550,11.4,1133,0.0,3.7,No,Delivered,Kolkata
SW9922169,USR705838,Moti Mahal,Burgers,2023-04-29 22:06:34,54,DE57031,4.8,447,0.0,2.6,Yes,Delivered,Bangalore
SW6315761,USR630224,Mainland China,Biryani,2023-04-30 01:23:10,34,DE22687,8.5,642,75.0,,No,Delivered,Hyderabad
SW8307984,USR261451,Pizza Hut,NORTH INDIAN,2023-04-30 04:39:47,37,DE35918,4.9,592,0.0,3.1,No,Delivered,delhi
SW1175082,USR155566,Domino's Pizza,Pizza,2023-04-30 07:56:23,20,DE23187,7.7,236,0.0,4.8,No,Delivered,Chennai
SW3767531,USR161468,Vaango,Mughlai,2023-04-30 11:13:00,39,DE29328,4.3,460,100.0,3.1,No,Delivered,Kolkata
SW9195421,USR167636,Chaayos,Chinese,2023-04-30 14:29:37,43,DE54258,4.1,489,50.0,3.2,Yes,Delivered,Hyderabad
SW6879787,USR609683,Social,Desserts,2023-04-30 17:46:13,-10,DE64670,4.6,219,30.0,,No,Delivered,Kolkata
SW1979320,USR813719,Wow Momo,pizza,2023-04-30 21:02:50,59,DE65923,9.6,1962,0.0,2.1,Yes,Delivered,Kolkata
SW9827679,USR421926,McDonald's,Mughlai,2023-05-01 00:19:26,36,DE14492,2.9,1802,30.0,3.1,No,Delivered,Mumbai
SW7471868,USR230769,Haldiram's,Rolls,2023-05-01 03:36:03,40,DE93456,5.5,437,50.0,3.2,No,Delivered,Delhi
SW6453518,USR923293,Chaayos,south indian,2023-05-01 06:52:39,37,DE62311,4.0,1043,0.0,4.6,No,Delivered,Kolkata
SW9562025,USR934307,Hyderabad House,Biryani,2023-05-01 10:09:16,25,DE68376,1.5,830,0.0,3.5,No,Cancelled,delhi
SW4647792,USR852185,Domino's Pizza,BIRYANI,2023-05-01 13:25:52,53,DE31291,8.9,2067,150.0,2.3,Yes,Cancelled,Hyderabad
SW2820015,USR251148,KFC,NORTH INDIAN,2023-05-01 16:42:29,37,DE98256,,354,0.0,4.0,No,Delivered,Bengaluru
SW4561549,USR677348,Saravana Bhavan,Desserts,2023-05-01 19:59:05,49,DE98356,3.3,482,50.0,2.8,Yes,Delivered,Mumbai
SW9760081,USR585771,Biryani Blues,Chinese,2023-05-01 23:15:42,34,DE46366,4.8,1451,0.0,4.5,No,Delivered,Chennai
SW2007758,USR323418,KFC,South Indian,2023-05-02 02:32:19,34,DE55916,10.7,331,75.0,3.4,No,Delivered,Mumbai
SW7020020,USR974581,Haldiram's,Burgers,2023-05-02 05:48:55,23,DE66643,10.7,252,100.0,4.6,No,delivered,Hyderabad
SW3264327,USR379336,Moti Mahal,south indian,2023-05-02 09:05:32,39,DE11033,8.7,406,30.0,3.9,No,Delivered,Bangalore
SW7852054,USR331574,Chaayos,Mughlai,2023-05-02 12:22:08,41,DE86814,5.9,351,50.0,3.7,Yes,Delivered,Chennai
SW3215003,USR109913,Haldiram's,Fast Food,2023-05-02 15:38:45,27,DE81477,2.3,121,75.0,3.8,No,Delivered,delhi
SW6965861,USR381795,Burger King,Desserts,2023-05-02 18:55:21,26,DE22844,7.4,962,50.0,3.1,No,Delivered,Bangalore
SW1606737,USR233018,Punjab Grill,Continental,2023-05-02 22:11:58,69,DE57834,4.9,245,100.0,,Yes,Delivered,Mumbai
SW2950818,USR252183,Punjab Grill,CHINESE,2023-05-03 01:28:34,24,DE36146,4.2,532,0.0,3.7,No,Cancelled,Hyderabad
SW9202526,USR484833,Biryani Blues,Fast Food,2023-05-03 04:45:11,25,DE57732,10.0,163,0.0,4.4,No,Delivered,Delhi
SW6466752,USR512967,Paradise Biryani,Burgers,2023-05-03 08:01:48,26,DE87779,5.3,489,75.0,4.9,No,Delivered,Bengaluru
SW4855578,USR981315,McDonald's,Thai,2023-05-03 11:18:24,28,DE81807,,416,150.0,3.9,No,Out for Delivery,Hyderabad
SW6929204,USR288306,Biryani Blues,Burgers,2023-05-03 14:35:01,50,DE14571,5.3,144,0.0,2.3,Yes,Delivered,delhi
SW9635494,USR363410,Haldiram's,Burgers,2023-05-03 17:51:37,35,DE95495,8.6,590,30.0,4.7,No,Delivered,Mumbai
SW7581636,USR653881,Saravana Bhavan,Continental,2023-05-03 21:08:14,48,DE41821,3.0,90,20.0,2.9,Yes,Delivered,Chennai
SW7171697,USR741784,Udipi Palace,Desserts,2023-05-04 00:24:50,28,DE57139,8.1,318,0.0,3.3,No,Delivered,Bengaluru
SW5018961,USR403566,Cafe Coffee Day,north indian,2023-05-04 03:41:27,25,DE33824,6.4,222,30.0,3.1,No,Delivered,Mumbai
SW9651793,USR904037,Barbeque Nation,CHINESE,2023-05-04 06:58:03,28,DE25984,9.3,253,,3.5,No,Cancelled,Pune
SW7579526,USR610223,Barbeque Nation,north indian,2023-05-04 10:14:40,27,DE88997,6.5,223,0.0,3.6,No,Delivered,Chennai
SW7565950,USR479307,Cafe Coffee Day,Pizza,2023-05-04 13:31:16,45,DE72545,4.7,108,,4.3,Yes,Delivered,Pune
SW9323385,USR340316,The Beer Cafe,North Indian,2023-05-04 16:47:53,24,DE67736,1.8,348,50.0,4.1,No,Delivered,Pune
SW6634043,USR642446,Social,North Indian,2023-05-04 20:04:30,46,DE54531,6.4,452,0.0,2.8,Yes,Delivered,Chennai
SW6013346,USR407479,Behrouz Biryani,north indian,2023-05-04 23:21:06,28,DE61888,4.1,279,30.0,4.7,No,Delivered,Bangalore
SW1634642,USR934053,Behrouz Biryani,Rolls,2023-05-05 02:37:43,30,DE54209,10.8,439,150.0,4.1,No,Delivered,Pune
SW6148021,USR934126,Udipi Palace,South Indian,2023-05-05 05:54:19,21,DE99449,3.4,215,100.0,3.0,No,Delivered,Bangalore
SW6316175,USR914914,Barbeque Nation,South Indian,2023-05-05 09:10:56,44,DE94022,9.7,277,20.0,3.0,No,delivered,Jaipur
SW9014183,USR907659,Box8,Thai,2023-05-05 12:27:32,56,DE74706,5.8,596,0.0,2.6,Yes,Delivered,delhi
SW3779095,USR739898,KFC,Thai,2023-05-05 15:44:09,22,DE48169,0.6,585,75.0,4.5,No,Delivered,Hyderabad
SW7548302,USR531213,Box8,Continental,2023-05-05 19:00:45,59,DE90397,3.6,1446,0.0,3.3,Yes,DELIVERED,Pune
SW3234045,USR846609,The Beer Cafe,CHINESE,2023-05-05 22:17:22,37,DE19804,11.0,419,0.0,4.6,Yes,Delivered,Mumbai
SW1154073,USR565725,Saravana Bhavan,CHINESE,2023-05-06 01:33:59,38,DE72944,4.1,1323,,,No,delivered,Jaipur
SW5908967,USR778723,Domino's Pizza,Mughlai,2023-05-06 04:50:35,29,DE61729,7.3,193,50.0,4.6,No,Delivered,Pune
SW7968894,USR203671,Vaango,South Indian,2023-05-06 08:07:12,21,DE37786,7.2,200,20.0,3.0,No,Cancelled,Bengaluru
SW2381357,USR361894,Haldiram's,Burgers,2023-05-06 11:23:48,40,DE12348,8.1,277,0.0,3.7,No,Delivered,Hyderabad
SW6730333,USR124805,Udipi Palace,Rolls,2023-05-06 14:40:25,63,DE37649,11.4,332,,1.5,Yes,Cancelled,delhi
SW8805718,USR713220,Vaango,chinese,2023-05-06 17:57:01,27,DE18157,9.0,130,20.0,4.7,No,Delivered,Mumbai
SW8555470,USR818425,Box8,CHINESE,2023-05-06 21:13:38,65,DE17448,7.0,203,30.0,1.6,Yes,Delivered,delhi
SW9104133,USR492710,McDonald's,Thai,2023-05-07 00:30:14,42,DE61170,11.0,2438,150.0,3.3,No,Delivered,Hyderabad
SW8370124,USR732385,Domino's Pizza,Rolls,2023-05-07 03:46:51,28,DE77133,9.4,399,150.0,5.0,No,Delivered,Hyderabad
SW9719911,USR495892,Subway,BIRYANI,2023-05-07 07:03:27,40,DE86659,3.4,546,50.0,3.6,No,Delivered,Chennai
SW1048133,USR429130,Smoke House Deli,Fast Food,2023-05-07 10:20:04,36,DE58629,3.2,108,0.0,4.3,No,Delivered,Hyderabad
SW8419857,USR720391,Punjab Grill,Biryani,2023-05-07 13:36:41,36,DE67040,10.3,419,100.0,,Yes,delivered,Hyderabad
SW7954735,USR246487,Burger King,BIRYANI,2023-05-07 16:53:17,28,DE64899,1.9,888,0.0,3.3,No,Delivered,Kolkata
SW6238964,USR824188,Vaango,Rolls,2023-05-07 20:09:54,50,DE98460,2.6,326,0.0,3.8,Yes,Delivered,Pune
SW2820504,USR406357,Udipi Palace,south indian,2023-05-07 23:26:30,34,DE93454,8.6,278,,3.3,No,Delivered,Jaipur
SW9262784,USR507550,Mainland China,North Indian,2023-05-08 02:43:07,22,DE88949,2.6,451,30.0,4.4,No,Delivered,Bengaluru
SW5514404,USR843465,Smoke House Deli,CHINESE,2023-05-08 05:59:43,40,DE71648,10.4,100,0.0,4.8,No,Delivered,Kolkata
SW9024352,USR798304,Domino's Pizza,Desserts,2023-05-08 09:16:20,27,DE67017,2.8,520,0.0,4.9,No,Delivered,Jaipur
SW1499724,USR989617,Biryani Blues,CHINESE,2023-05-08 12:32:56,37,DE16632,3.6,515,150.0,3.0,Yes,Delivered,Jaipur
SW7264669,USR196530,Sagar Ratna,North Indian,2023-05-08 15:49:33,32,DE71811,6.5,631,30.0,4.0,No,Delivered,Hyderabad
SW5671885,USR450831,Sagar Ratna,NORTH INDIAN,2023-05-08 19:06:09,41,DE16924,7.5,521,0.0,4.0,Yes,Delivered,Delhi
SW4198439,USR342860,KFC,NORTH INDIAN,2023-05-08 22:22:46,62,DE67808,,260,20.0,2.7,Yes,Delivered,Jaipur
SW3944426,USR800509,Faasos,NORTH INDIAN,2023-05-09 01:39:23,32,DE90369,5.9,279,,4.2,No,Delivered,Mumbai
SW7937309,USR759413,Faasos,Biryani,2023-05-09 04:55:59,40,DE66761,1.3,1562,20.0,4.0,No,Delivered,delhi
SW4037594,USR729526,Mainland China,Pizza,2023-05-09 08:12:36,36,DE28417,,387,0.0,4.9,No,Delivered,delhi
SW1388020,USR945282,Pizza Hut,South Indian,2023-05-09 11:29:12,44,DE77750,9.2,403,0.0,3.1,No,Delivered,Bengaluru
SW3690822,USR577710,Domino's Pizza,Biryani,2023-05-09 14:45:49,61,DE97176,5.9,511,50.0,,Yes,Delivered,delhi
SW1177173,USR486978,Burger King,Chinese,2023-05-09 18:02:25,33,DE46598,3.8,2423,30.0,3.0,No,Delivered,Bengaluru
SW6461095,USR866153,Burger King,Continental,2023-05-09 21:19:02,68,DE68652,2.1,327,0.0,1.8,Yes,Delivered,Bengaluru
SW3740559,USR257669,Behrouz Biryani,Burgers,2023-05-10 00:35:38,38,DE59972,4.3,168,50.0,4.7,No,Out for Delivery,Pune
SW6529781,USR894050,Pizza Hut,Biryani,2023-05-10 03:52:15,22,DE34767,11.1,1101,20.0,3.9,No,Delivered,Bangalore
SW7768054,USR122316,Saravana Bhavan,Burgers,2023-05-10 07:08:52,37,DE89419,4.7,1434,0.0,,No,cancelled,Chennai
SW7668978,USR662703,Sagar Ratna,chinese,2023-05-10 10:25:28,36,DE87153,9.0,197,0.0,3.5,No,Delivered,Pune
SW6319804,USR707925,Box8,NORTH INDIAN,2023-05-10 13:42:05,63,DE30318,3.9,1223,100.0,1.7,Yes,delivered,delhi
SW1125844,USR671547,Subway,Burgers,2023-05-10 16:58:41,44,DE43589,1.9,155,0.0,,No,Delivered,Hyderabad
SW8534796,USR802681,Pizza Hut,Mughlai,2023-05-10 20:15:18,51,DE16303,10.6,301,30.0,2.4,Yes,Cancelled,Bangalore
SW7838964,USR769127,Subway,Desserts,2023-05-10 23:31:54,42,DE89040,2.9,510,0.0,3.7,No,Delivered,Mumbai
SW9218686,USR993921,The Beer Cafe,BIRYANI,2023-05-11 02:48:31,42,DE57899,1.4,271,30.0,3.2,No,Delivered,Kolkata
SW4529186,USR514517,Smoke House Deli,Fast Food,2023-05-11 06:05:07,30,DE17581,4.9,124,30.0,4.8,No,Delivered,Bengaluru
SW8428857,USR866297,Punjab Grill,chinese,2023-05-11 09:21:44,33,DE24711,10.3,118,0.0,,No,Delivered,Chennai
SW4836849,USR625307,Hyderabad House,BIRYANI,2023-05-11 12:38:20,65,DE62491,1.6,161,0.0,1.8,Yes,Delivered,Delhi
SW1466736,USR784998,Paradise Biryani,Burgers,2023-05-11 15:54:57,26,DE84778,2.4,139,50.0,4.5,No,Delivered,Delhi
SW5191863,USR902467,The Beer Cafe,Continental,2023-05-11 19:11:34,62,DE54108,8.7,576,75.0,1.3,Yes,Delivered,Jaipur
SW8250833,USR352088,Udipi Palace,BIRYANI,2023-05-11 22:28:10,54,DE20211,4.5,356,0.0,2.4,Yes,Delivered,Pune
SW7262208,USR391251,The Beer Cafe,CHINESE,2023-05-12 01:44:47,40,DE98399,7.0,408,20.0,4.8,No,Delivered,Jaipur
SW5447132,USR676542,Chaayos,South Indian,2023-05-12 05:01:23,40,DE41959,4.8,436,0.0,4.8,No,Cancelled,Mumbai
SW2768064,USR852413,Pind Balluchi,North Indian,2023-05-12 08:18:00,37,DE48807,11.7,281,150.0,3.3,No,Delivered,Jaipur
SW2176407,USR586054,Domino's Pizza,north indian,2023-05-12 11:34:36,24,DE31169,10.4,2386,0.0,3.6,No,Delivered,Kolkata
SW2761076,USR290334,Barbeque Nation,BIRYANI,2023-05-12 14:51:13,35,DE90261,9.4,494,,3.2,Yes,Delivered,Bangalore
SW6776491,USR767116,Pizza Hut,Pizza,2023-05-12 18:07:49,37,DE84781,8.2,118,0.0,4.0,No,Delivered,Mumbai
SW9528683,USR236726,Sagar Ratna,Desserts,2023-05-12 21:24:26,49,DE73889,,1575,20.0,3.2,Yes,Delivered,Pune
SW1447986,USR384467,KFC,Mughlai,2023-05-13 00:41:03,22,DE62323,5.2,103,,3.3,No,DELIVERED,Bangalore
SW4035780,USR581919,Behrouz Biryani,Fast Food,2023-05-13 03:57:39,25,DE42820,0.6,146,,3.5,No,Delivered,Kolkata
SW4231390,USR382644,Pind Balluchi,BIRYANI,2023-05-13 07:14:16,26,DE19317,8.3,339,30.0,4.1,No,Delivered,Hyderabad
SW1433429,USR871340,McDonald's,Pizza,2023-05-13 10:30:52,34,DE92599,7.0,98,0.0,,No,Delivered,Jaipur
SW1233862,USR728057,Moti Mahal,Thai,2023-05-13 13:47:29,46,DE21335,1.6,216,20.0,2.2,Yes,Delivered,Bangalore
SW5499672,USR371685,KFC,CHINESE,2023-05-13 17:04:05,41,DE65757,8.5,574,50.0,3.9,No,Delivered,Bangalore
SW7930293,USR383835,Moti Mahal,Fast Food,2023-05-13 20:20:42,66,DE89850,6.6,2329,100.0,1.3,Yes,Delivered,Mumbai
SW7615073,USR514229,McDonald's,pizza,2023-05-13 23:37:18,25,DE87395,4.4,219,30.0,5.0,No,Cancelled,Hyderabad
SW5893975,USR445619,Social,biryani,2023-05-14 02:53:55,23,DE10236,3.1,465,,4.4,No,Delivered,delhi
SW6463516,USR481784,KFC,CHINESE,2023-05-14 06:10:31,39,DE25076,7.8,434,30.0,,No,DELIVERED,Bangalore
SW8188126,USR934400,Barbeque Nation,Desserts,2023-05-14 09:27:08,38,DE84518,2.7,1957,100.0,3.2,No,Delivered,Bangalore
SW7935149,USR809417,KFC,Mughlai,2023-05-14 12:43:45,48,DE52305,6.4,1357,50.0,2.8,Yes,Delivered,Mumbai
SW4613104,USR149979,Saravana Bhavan,North Indian,2023-05-14 16:00:21,31,DE85620,9.0,318,0.0,4.3,No,Delivered,Chennai
SW4109980,USR973682,Sagar Ratna,chinese,2023-05-14 19:16:58,33,DE84956,,471,30.0,3.1,Yes,Delivered,Hyderabad
SW7011493,USR174406,The Beer Cafe,Fast Food,2023-05-14 22:33:34,47,DE76419,5.3,564,0.0,3.2,Yes,Delivered,Chennai
SW3044713,USR748967,McDonald's,pizza,2023-05-15 01:50:11,28,DE58598,5.1,467,150.0,3.2,No,Delivered,Chennai
SW3788530,USR628395,Subway,BIRYANI,2023-05-15 05:06:47,22,DE82122,6.6,180,0.0,3.1,No,Delivered,Delhi
SW9398571,USR458076,Faasos,Fast Food,2023-05-15 08:23:24,29,DE86095,4.3,1016,0.0,5.0,No,Delivered,Kolkata
SW3872889,USR453563,Haldiram's,Thai,2023-05-15 11:40:00,30,DE48063,10.5,1660,0.0,4.9,No,Delivered,Hyderabad
SW5268693,USR789630,The Beer Cafe,CHINESE,2023-05-15 14:56:37,66,DE63435,8.1,463,0.0,,Yes,Delivered,delhi
SW6544577,USR247370,Burger King,Burgers,2023-05-15 18:13:13,40,DE92917,,544,50.0,4.8,No,Delivered,Delhi
SW5100227,USR882735,Wow Momo,Biryani,2023-05-15 21:29:50,31,DE83107,,180,30.0,4.9,Yes,Cancelled,Bangalore
SW9791712,USR531332,Smoke House Deli,chinese,2023-05-16 00:46:27,34,DE26491,11.7,169,0.0,3.9,No,Delivered,Kolkata
SW6888077,USR198077,Haldiram's,Thai,2023-05-16 04:03:03,20,DE92744,11.6,384,50.0,,No,Delivered,Mumbai
SW8549294,USR296270,Subway,Desserts,2023-05-16 07:19:40,34,DE38161,3.2,108,0.0,4.2,No,Delivered,Kolkata
SW8521210,USR286106,Pind Balluchi,chinese,2023-05-16 10:36:16,32,DE69728,3.7,1134,0.0,3.8,No,Delivered,Jaipur
SW9720119,USR498133,Punjab Grill,Desserts,2023-05-16 13:52:53,47,DE39999,3.8,1459,0.0,2.3,Yes,Delivered,Jaipur
SW2000178,USR201957,Barbeque Nation,CHINESE,2023-05-16 17:09:29,40,DE45128,4.5,143,20.0,3.4,No,Delivered,Jaipur
SW6203757,USR122316,Subway,Biryani,2023-05-16 20:26:06,55,DE97461,4.1,449,0.0,2.5,Yes,Delivered,Bangalore
SW4215914,USR307032,Udipi Palace,Pizza,2023-05-16 23:42:42,36,DE38620,0.6,506,,4.5,No,Delivered,delhi
SW3508545,USR621240,Pind Balluchi,Burgers,2023-05-17 02:59:19,29,DE59828,9.4,929,0.0,3.6,No,Delivered,Hyderabad
SW7136622,USR449431,Moti Mahal,Mughlai,2023-05-17 06:15:56,20,DE79602,7.1,1831,30.0,4.5,No,Cancelled,Hyderabad
SW3575544,USR128860,Social,South Indian,2023-05-17 09:32:32,28,DE58112,1.4,129,30.0,4.7,No,Delivered,Kolkata
SW3632245,USR687549,Biryani Blues,Rolls,2023-05-17 12:49:09,58,DE75096,11.7,207,0.0,3.2,Yes,Delivered,Bangalore
SW1844261,USR407241,Biryani Blues,pizza,2023-05-17 16:05:45,25,DE53933,4.3,201,0.0,,No,Delivered,Delhi
SW8621519,USR869188,Cafe Coffee Day,CHINESE,2023-05-17 19:22:22,50,DE80836,10.4,97,0.0,,Yes,Delivered,Kolkata
SW6696454,USR364854,Social,pizza,2023-05-17 22:38:58,64,DE44323,11.3,228,0.0,1.6,Yes,Delivered,Chennai
