order_id,customer_id,restaurant_name,cuisine_type,order_date,Time,delivery_time_mins,delivery_partner_id,distance_km,order_value_inr,discount_applied_inr,rating,total value ,peak_hour,order_status,city
SW6753202,USR296185,Biryani Blues,North Indian,2023-03-15,17:28,44,DE94272,2.5,1436,50,3.3,1386,No,Delivered,Delhi
SW9653159,USR545670,Subway,chinese,2023-03-15,20:45,62,DE24443,11.7,383,0,1.8,383,Yes,Delivered,Jaipur
SW3548190,USR546007,Social,North Indian,2023-03-16,0:02,36,DE95783,1.2,327,150,,177,No,Delivered,Pune
SW7562585,USR772248,Box8,Continental,2023-03-16,3:18,41,DE72962,6.9,122,100,,22,No,Delivered,Kolkata
SW7885438,USR748847,McDonald's,Fast Food,2023-03-16,6:35,29,DE32157,10.5,210,,4.2,210,No,Delivered,delhi
SW9382944,USR214781,Chaayos,north indian,2023-03-16,9:51,23,DE15233,7.3,551,30,4.4,521,No,Delivered,Kolkata
SW4800417,USR336956,Biryani Blues,Desserts,2023-03-16,13:08,54,DE80209,6.1,82,,3.8,82,Yes,Delivered,Kolkata
SW8148988,USR657158,Barbeque Nation,NORTH INDIAN,2023-03-16,16:25,0,DE85476,6.3,1819,0,3.3,1819,No,Delivered,Jaipur
SW4671345,USR548510,Paradise Biryani,Mughlai,2023-03-16,19:41,46,DE60899,2.3,291,0,3.5,291,Yes,Delivered,Bengaluru
SW4998721,USR568308,Saravana Bhavan,North Indian,2023-03-16,22:58,49,DE87845,5.5,444,0,2.8,444,Yes,Delivered,Bengaluru
SW8251694,USR660342,KFC,north indian,2023-03-17,2:15,25,DE69246,11.3,451,0,3.8,451,No,Delivered,Delhi
SW2396741,USR268697,Punjab Grill,chinese,2023-03-17,5:31,39,DE30234,0.9,909,,4.2,909,No,Delivered,Jaipur
SW7493595,USR412373,Punjab Grill,South Indian,2023-03-17,8:48,40,DE38094,8,259,0,3.3,259,No,Delivered,Kolkata
SW2207485,USR999634,Social,chinese,2023-03-17,12:04,58,DE81294,8,304,,,304,Yes,Delivered,Bengaluru
SW6599840,USR273141,Paradise Biryani,Pizza,2023-03-17,15:21,27,DE33568,11.1,1258,150,3.2,1108,No,Delivered,Pune
SW8675128,USR413972,Faasos,Biryani,2023-03-17,18:38,23,DE12311,,339,0,4,339,No,Delivered,Bengaluru
SW2724287,USR828454,Moti Mahal,Biryani,2023-03-17,21:54,45,DE24497,8.5,982,,3.1,982,Yes,Delivered,delhi
SW3954523,USR972127,Barbeque Nation,South Indian,2023-03-18,1:11,21,DE10141,10.2,127,30,3.6,97,No,Delivered,Bengaluru
SW9891277,USR815277,Haldiram's,NORTH INDIAN,2023-03-18,4:27,21,DE70340,1.8,486,20,4.1,466,No,Delivered,Hyderabad
SW9161618,USR724447,Haldiram's,Thai,2023-03-18,7:44,38,DE76435,3.7,1131,30,4.3,1101,No,Delivered,Hyderabad
SW9224129,USR466464,Pind Balluchi,Burgers,2023-03-18,11:01,42,DE99645,7,361,100,,261,No,Delivered,Kolkata
SW2247942,USR458609,The Beer Cafe,BIRYANI,2023-03-18,14:17,48,DE59666,0.6,337,0,3.7,337,Yes,Delivered,Chennai
SW8407482,USR491687,Paradise Biryani,north indian,2023-03-18,17:34,42,DE92647,1.7,393,,4.1,393,No,Delivered,Bengaluru
SW9266249,USR217426,Social,NORTH INDIAN,2023-03-18,20:50,40,DE82876,1.1,410,20,,390,Yes,Delivered,Hyderabad
SW8640249,USR533867,Moti Mahal,Pizza,2023-03-19,0:07,28,DE53828,0.5,555,50,3.7,505,No,Out for Delivery,Mumbai
SW7193443,USR654117,Pizza Hut,biryani,2023-03-19,3:24,35,DE95449,7.2,291,0,3,291,No,Delivered,Bengaluru
SW4733568,USR863665,Barbeque Nation,NORTH INDIAN,2023-03-19,6:40,26,DE12073,6.5,363,0,,363,No,Delivered,Kolkata
SW9955757,USR219016,Pizza Hut,Continental,2023-03-19,9:57,33,DE58682,6,486,100,3.8,386,No,Delivered,Jaipur
SW2653023,USR931272,Pind Balluchi,chinese,2023-03-19,13:13,54,DE37305,11.7,169,50,3.9,119,Yes,Delivered,Bengaluru
SW9299930,USR374500,McDonald's,north indian,2023-03-19,16:30,31,DE79362,6.8,296,0,4.7,296,No,Delivered,Kolkata
SW6171557,USR483364,Chaayos,south indian,2023-03-19,19:47,54,DE28761,11.4,345,20,3.7,325,Yes,Delivered,Hyderabad
SW1265164,USR266991,Cafe Coffee Day,Desserts,2023-03-19,23:03,28,DE79191,7.4,1219,30,3.3,1189,No,Delivered,Mumbai
SW3876139,USR848923,Mainland China,pizza,2023-03-20,2:20,26,DE71305,7.8,404,0,3.9,404,No,Delivered,Jaipur
SW3642137,USR463106,Hyderabad House,Chinese,2023-03-20,5:37,24,DE72171,1.8,220,30,3.4,190,No,Delivered,Mumbai
SW6500426,USR282545,Hyderabad House,Mughlai,2023-03-20,8:53,27,DE82494,5.3,247,50,4.6,197,No,Delivered,Pune
SW3126656,USR543172,The Beer Cafe,South Indian,2023-03-20,12:10,45,DE65195,10.2,561,50,4.4,511,Yes,Delivered,Delhi
SW4298056,USR120994,Subway,CHINESE,2023-03-20,15:26,38,DE42653,10.2,210,0,4.9,210,No,Delivered,Bengaluru
SW1887457,USR824320,KFC,Pizza,2023-03-20,18:43,41,DE58662,10.1,500,0,3.4,500,No,Delivered,Mumbai
SW7447058,USR229913,Barbeque Nation,biryani,2023-03-20,22:00,60,DE77194,7.7,80,150,3.2,-70,Yes,Out for Delivery,Hyderabad
SW2704534,USR553992,KFC,BIRYANI,2023-03-21,1:16,38,DE60196,5.8,656,30,3.7,626,No,Out for Delivery,Kolkata
SW3470212,USR568850,Domino's Pizza,north indian,2023-03-21,4:33,28,DE38346,8.6,570,50,3.9,520,No,Delivered,Bengaluru
SW2264818,USR811780,Saravana Bhavan,pizza,2023-03-21,7:49,37,DE61296,4.6,2435,,3.2,2435,No,Delivered,Kolkata
SW8765300,USR297915,Hyderabad House,Desserts,2023-03-21,11:06,36,DE49868,4,428,,4.5,428,No,Delivered,Delhi
SW6232482,USR809623,Biryani Blues,Continental,2023-03-21,14:23,42,DE27146,9.5,232,,3.1,232,Yes,Delivered,Pune
SW2433780,USR514763,Subway,Pizza,2023-03-21,17:39,31,DE63302,4.2,388,20,,368,No,Delivered,delhi
SW7288795,USR440989,Sagar Ratna,biryani,2023-03-21,20:56,58,DE33945,2.4,332,30,3.7,302,Yes,Delivered,Mumbai
SW9281458,USR106817,Pind Balluchi,biryani,2023-03-22,0:12,41,DE62089,11.7,583,20,4.7,563,No,Delivered,Bengaluru
SW7965380,USR428123,Smoke House Deli,BIRYANI,2023-03-22,3:29,25,DE21608,6.5,183,0,3.6,183,No,Delivered,Bengaluru
SW4425930,USR803574,Burger King,Desserts,2023-03-22,6:46,32,DE27170,3.7,97,0,3.7,97,No,Delivered,Kolkata
SW8408230,USR175240,Hyderabad House,CHINESE,2023-03-22,10:02,35,DE92052,5.7,438,0,3.6,438,No,Delivered,Chennai
SW8016967,USR665536,Domino's Pizza,north indian,2023-03-22,13:19,35,DE73077,2.3,1429,50,3.5,1379,Yes,Delivered,Jaipur
SW6402827,USR858322,Mainland China,Desserts,2023-03-22,16:36,37,DE35718,3.8,531,20,4,511,No,Delivered,Bengaluru
SW9931469,USR319437,Subway,BIRYANI,2023-03-22,19:52,59,DE60019,5.6,583,,2.3,583,Yes,Delivered,Mumbai
SW5832706,USR107932,Burger King,north indian,2023-03-22,23:09,37,DE86667,2.7,1652,0,,1652,No,Delivered,Mumbai
SW1773343,USR345190,Vaango,Biryani,2023-03-23,2:25,31,DE89295,8.5,372,0,4.7,372,No,Delivered,Bengaluru
SW1029138,USR904411,Punjab Grill,South Indian,2023-03-23,5:42,39,DE23829,2.1,376,0,3.8,376,No,cancelled,Mumbai
SW4819218,USR379859,Subway,Desserts,2023-03-23,8:59,29,DE34756,10.5,556,0,3.6,556,No,Delivered,Jaipur
SW6426635,USR531091,Chaayos,north indian,2023-03-23,12:15,40,DE26328,8.6,359,0,4,359,Yes,Delivered,Bengaluru
SW4087686,USR727093,Moti Mahal,BIRYANI,2023-03-23,15:32,27,DE27729,6.6,411,0,4.5,411,No,Delivered,Chennai
SW4875108,USR778066,Hyderabad House,Thai,2023-03-23,18:48,34,DE39356,10,463,75,4.3,388,No,Delivered,Bengaluru
SW1369750,USR278631,Box8,BIRYANI,2023-03-23,22:05,31,DE54040,1.1,1445,0,3.2,1445,Yes,Delivered,Bengaluru
SW5907105,USR841096,Behrouz Biryani,North Indian,2023-03-24,1:22,26,DE93400,8.4,230,75,3.4,155,No,Delivered,Delhi
SW3277747,USR332399,Subway,South Indian,2023-03-24,4:38,39,DE90666,2.6,510,,3.7,510,No,Delivered,Jaipur
SW8565414,USR683552,Domino's Pizza,BIRYANI,2023-03-24,7:55,25,DE63740,3.8,216,30,4.2,186,No,Cancelled,Jaipur
SW2537717,USR407740,Punjab Grill,NORTH INDIAN,2023-03-24,11:11,36,DE59815,5.1,426,75,4.4,351,No,Delivered,Chennai
SW5473537,USR450113,Hyderabad House,Burgers,2023-03-24,14:28,59,DE32856,6.6,428,100,3.6,328,Yes,Delivered,Delhi
SW5469606,USR460244,Faasos,Continental,2023-03-24,17:45,42,DE33255,9.2,1179,0,5,1179,No,Delivered,Hyderabad
SW5319386,USR417186,Domino's Pizza,Burgers,2023-03-24,21:01,59,DE33398,3,1055,50,3.9,1005,Yes,Delivered,Delhi
SW5385817,USR681423,Barbeque Nation,Biryani,2023-03-25,0:18,26,DE42331,,362,150,3.7,212,No,Delivered,Jaipur
SW3693702,USR102010,The Beer Cafe,BIRYANI,2023-03-25,3:34,38,DE19775,3.6,373,20,3.5,353,No,Delivered,Bengaluru
SW6975168,USR569395,Smoke House Deli,Desserts,2023-03-25,6:51,25,DE38521,2.3,149,75,3,74,No,Delivered,Hyderabad
SW5416334,USR447896,Cafe Coffee Day,Desserts,2023-03-25,10:08,29,DE98256,11,1607,30,5,1577,No,Delivered,Mumbai
SW2106440,USR142048,Sagar Ratna,Biryani,2023-03-25,13:24,68,DE64700,5.9,229,50,,179,Yes,Delivered,Kolkata
SW6752766,USR538524,Sagar Ratna,North Indian,2023-03-25,16:41,43,DE79539,2.7,82,0,3.9,82,No,Delivered,Kolkata
SW1272109,USR482342,Moti Mahal,Burgers,2023-03-25,19:58,49,DE62186,10,1406,0,2.6,1406,Yes,Delivered,Bengaluru
SW6348069,USR577643,Burger King,pizza,2023-03-25,23:14,42,DE64609,4.2,264,50,4.5,214,No,Cancelled,Kolkata
SW7509618,USR433075,Domino's Pizza,Mughlai,2023-03-26,2:31,23,DE41559,,450,30,4.8,420,No,cancelled,delhi
SW5187020,USR787960,Social,chinese,2023-03-26,5:47,40,DE23461,1.2,551,75,4.3,476,No,Delivered,Delhi
SW4486368,USR520906,Pizza Hut,Mughlai,2023-03-26,9:04,41,DE12641,4.3,291,0,4.7,291,No,Delivered,Mumbai
SW2351261,USR592908,Social,Fast Food,2023-03-26,12:21,49,DE18366,10.3,2379,30,2.1,2349,Yes,Delivered,Mumbai
SW6074896,USR374872,Saravana Bhavan,pizza,2023-03-26,15:37,21,DE77676,,324,0,3.4,324,No,Delivered,Pune
SW2673681,USR714008,Mainland China,NORTH INDIAN,2023-03-26,18:54,41,DE34405,2.5,1653,0,4,1653,No,Delivered,delhi
SW1810806,USR912370,Chaayos,south indian,2023-03-26,22:10,62,DE58927,3.9,1551,75,1.3,1476,Yes,Delivered,Chennai
SW4243023,USR915148,Cafe Coffee Day,Chinese,2023-03-27,1:27,38,DE16282,1.9,1095,0,4,1095,No,Delivered,Hyderabad
SW4891413,USR439527,Domino's Pizza,Desserts,2023-03-27,4:44,23,DE45206,8.3,413,0,3.8,413,No,Delivered,Hyderabad
SW3059722,USR991270,Punjab Grill,pizza,2023-03-27,8:00,35,DE69894,2.5,765,0,3.8,765,No,Delivered,Hyderabad
SW7921806,USR484942,Haldiram's,BIRYANI,2023-03-27,11:17,36,DE98581,,163,150,3,13,No,Delivered,Bengaluru
SW6571644,USR282753,The Beer Cafe,Thai,2023-03-27,14:33,63,DE18840,0.9,2450,30,2.1,2420,Yes,Delivered,Chennai
SW3087235,USR827552,Smoke House Deli,CHINESE,2023-03-27,17:50,27,DE64671,8,188,30,3,158,No,Delivered,Jaipur
SW2853919,USR604123,Wow Momo,south indian,2023-03-27,21:07,50,DE97186,3.9,1642,150,3.8,1492,Yes,Delivered,Delhi
SW8321555,USR361961,Mainland China,Burgers,2023-03-28,0:23,26,DE25685,2.6,218,20,,198,No,Delivered,Hyderabad
SW8330405,USR392305,Social,Rolls,2023-03-28,3:40,26,DE47112,8.6,244,20,,224,No,Delivered,Pune
SW8785309,USR173443,Hyderabad House,Fast Food,2023-03-28,6:56,23,DE19094,5.9,293,20,3.1,273,No,Delivered,delhi
SW4849222,USR419863,Cafe Coffee Day,Desserts,2023-03-28,10:13,44,DE85362,8.5,304,30,4.2,274,No,Delivered,Hyderabad
SW3972516,USR416598,Pind Balluchi,pizza,2023-03-28,13:30,38,DE84935,5.7,562,,4.5,562,Yes,Delivered,Kolkata
SW7600765,USR878151,Burger King,south indian,2023-03-28,16:46,37,DE78421,,1905,50,3.1,1855,No,Delivered,Bengaluru
SW3672764,USR188322,Subway,pizza,2023-03-28,20:03,50,DE20654,7.3,125,20,3.3,105,Yes,Delivered,Bengaluru
SW6138785,USR550915,Barbeque Nation,Biryani,2023-03-28,23:20,34,DE74931,10.7,341,0,,341,No,Delivered,Hyderabad
SW2228352,USR442794,The Beer Cafe,biryani,2023-03-29,2:36,40,DE71884,9.6,546,50,4.7,496,No,Delivered,Kolkata
SW5907704,USR467356,Cafe Coffee Day,Continental,2023-03-29,5:53,35,DE56823,5.2,1756,50,3.8,1706,No,Delivered,delhi
SW7677374,USR206490,Subway,Desserts,2023-03-29,9:09,42,DE16612,10.2,1101,0,3.5,1101,No,Delivered,Hyderabad
SW8152359,USR440266,Behrouz Biryani,south indian,2023-03-29,12:26,53,DE64993,0.9,369,30,3,339,Yes,Delivered,Chennai
SW4392534,USR176076,Behrouz Biryani,biryani,2023-03-29,15:43,43,DE73339,9.3,1815,20,4.3,1795,No,Delivered,Jaipur
SW5257433,USR817063,Cafe Coffee Day,NORTH INDIAN,2023-03-29,18:59,30,DE93065,,424,0,4.8,424,No,Delivered,Hyderabad
SW3714485,USR154491,Moti Mahal,biryani,2023-03-29,22:16,40,DE78237,8.8,1370,0,4.7,1370,Yes,Delivered,Kolkata
SW9051681,USR777101,Smoke House Deli,BIRYANI,2023-03-30,1:32,29,DE35219,2.1,136,30,,106,No,Delivered,Hyderabad
SW2486365,USR836239,Social,Burgers,2023-03-30,4:49,22,DE78568,0.6,342,150,3.4,192,No,Delivered,Jaipur
SW4183984,USR594963,Cafe Coffee Day,Chinese,2023-03-30,8:06,24,DE71784,4.1,1474,,,1474,No,Delivered,delhi
SW6475039,USR288774,Chaayos,Pizza,2023-03-30,11:22,28,DE12486,4,671,150,4.6,521,No,Delivered,Kolkata
SW2128588,USR351040,Cafe Coffee Day,South Indian,2023-03-30,14:39,58,DE28810,7.3,488,20,3.2,468,Yes,Delivered,Delhi
SW4800592,USR876988,Burger King,Fast Food,2023-03-30,17:55,23,DE19886,,578,75,3.7,503,No,Cancelled,Hyderabad
SW1248013,USR451429,Pind Balluchi,Desserts,2023-03-30,21:12,52,DE86406,2.5,593,150,3.5,443,Yes,Delivered,Bengaluru
SW3546624,USR892209,Smoke House Deli,CHINESE,2023-03-31,0:29,35,DE23673,11.5,105,0,4.2,105,No,Delivered,Pune
SW3340518,USR441992,Vaango,Continental,2023-03-31,3:45,36,DE96525,,168,0,4.8,168,No,Delivered,Jaipur
SW7355872,USR453144,Smoke House Deli,Pizza,2023-03-31,7:02,38,DE21408,4.2,892,0,3.8,892,No,Delivered,Kolkata
SW7427913,USR446541,Udipi Palace,south indian,2023-03-31,10:18,39,DE38499,7.2,267,0,3.4,267,No,Delivered,Mumbai
SW9067548,USR937639,Chaayos,South Indian,2023-03-31,13:35,51,DE39102,6.8,587,20,3.7,567,Yes,Delivered,Pune
SW9495328,USR773512,Sagar Ratna,Desserts,2023-03-31,16:52,26,DE26580,9.7,495,20,3,475,No,Delivered,Bengaluru
SW8419277,USR230947,Vaango,Continental,2023-03-31,20:08,50,DE91500,9.1,172,50,,122,Yes,Delivered,Jaipur
SW3074957,USR994572,Mainland China,Desserts,2023-03-31,23:25,42,DE50613,2.9,143,20,4.3,123,No,Delivered,delhi
SW8481101,USR837526,Hyderabad House,pizza,2023-04-01,2:42,27,DE17544,6.2,332,0,3.8,332,No,Delivered,Jaipur
SW5545995,USR366510,Smoke House Deli,North Indian,2023-04-01,5:58,32,DE32339,4.6,490,0,3.9,490,No,Delivered,delhi
SW6826323,USR373204,Moti Mahal,biryani,2023-04-01,9:15,32,DE96629,2.8,1117,0,4.5,1117,No,Delivered,Kolkata
SW2384517,USR231010,Sagar Ratna,north indian,2023-04-01,12:31,70,DE11529,10,289,0,2.1,289,Yes,Delivered,Pune
SW5752029,USR397978,The Beer Cafe,Mughlai,2023-04-01,15:48,42,DE63417,1,1887,30,,1857,No,Delivered,Kolkata
SW8630500,USR981374,Moti Mahal,Rolls,2023-04-01,19:05,53,DE22038,,279,0,,279,Yes,Delivered,Pune
SW7323189,USR148191,Burger King,Mughlai,2023-04-01,22:21,53,DE73294,10.2,146,75,2.8,71,Yes,Out for Delivery,Chennai
SW1558781,USR432621,Pind Balluchi,biryani,2023-04-02,1:38,20,DE88133,8.6,1388,150,3.6,1238,No,Delivered,Pune
SW6977502,USR344465,Haldiram's,chinese,2023-04-02,4:54,36,DE34865,5.5,155,0,3.2,155,No,Delivered,Mumbai
SW1370053,USR235479,Behrouz Biryani,Mughlai,2023-04-02,8:11,26,DE21585,3.2,158,100,4.5,58,No,Delivered,delhi
SW4326538,USR895797,Hyderabad House,north indian,2023-04-02,11:28,27,DE26918,4.4,571,75,3.7,496,No,Delivered,Pune
SW3034936,USR242101,Punjab Grill,north indian,2023-04-02,14:44,62,DE11079,8.8,285,20,2.6,265,Yes,Delivered,Mumbai
SW5402987,USR265035,Biryani Blues,north indian,2023-04-02,18:01,40,DE88457,8.7,150,0,4.3,150,No,Delivered,Mumbai
SW6453209,USR660365,Udipi Palace,Fast Food,2023-04-02,21:17,57,DE14945,4.2,2248,20,3,2228,Yes,Delivered,Mumbai
SW5846955,USR686877,Barbeque Nation,Desserts,2023-04-03,0:34,29,DE64190,9.8,377,50,3.6,327,No,Delivered,Delhi
SW6462595,USR771030,Burger King,Continental,2023-04-03,3:51,42,DE68602,9.1,205,0,3.1,205,No,Delivered,Chennai
SW8832008,USR193098,Box8,South Indian,2023-04-03,7:07,39,DE61805,5.2,126,100,4.1,26,No,Delivered,Delhi
SW6010241,USR562804,Vaango,north indian,2023-04-03,10:24,40,DE12399,,2186,50,4.2,2136,No,Delivered,Pune
SW2795384,USR886162,Domino's Pizza,biryani,2023-04-03,13:41,42,DE14763,1.5,395,50,4.9,345,Yes,Delivered,Delhi
SW7926873,USR821416,Saravana Bhavan,CHINESE,2023-04-03,16:57,23,DE80137,,209,20,,189,No,Out for Delivery,Delhi
SW2730943,USR363289,Biryani Blues,Chinese,2023-04-03,20:14,65,DE68970,8.9,548,0,1.9,548,Yes,Delivered,Bengaluru
SW1879713,USR660371,Saravana Bhavan,chinese,2023-04-03,23:30,28,DE55735,4.2,124,0,4.1,124,No,Delivered,delhi
SW1115204,USR377319,Haldiram's,North Indian,2023-04-04,2:47,24,DE31840,1.6,437,20,3.8,417,No,Delivered,Delhi
SW3649130,USR576622,Faasos,Pizza,2023-04-04,6:04,40,DE99935,,1907,,4.7,1907,No,Delivered,Bengaluru
SW1243336,USR280442,Social,Fast Food,2023-04-04,9:20,27,DE73897,,154,0,4.7,154,No,Delivered,Mumbai
SW4713797,USR341835,The Beer Cafe,Fast Food,2023-04-04,12:37,59,DE86890,11.9,1183,20,3.4,1163,Yes,Delivered,Pune
SW8662363,USR625602,Punjab Grill,Fast Food,2023-04-04,15:53,26,DE95432,11.2,239,20,3.3,219,No,Delivered,Bengaluru
SW3814802,USR198511,Burger King,Desserts,2023-04-04,19:10,42,DE36840,4.9,571,20,3.8,551,Yes,Delivered,Bengaluru
SW3669915,USR132410,Wow Momo,biryani,2023-04-04,22:27,43,DE57351,2.7,364,20,3.1,344,Yes,Delivered,Bengaluru
SW4731994,USR738621,Moti Mahal,Biryani,2023-04-05,1:43,40,DE43325,8.9,202,0,3,202,No,Delivered,Chennai
SW5762767,USR143086,Chaayos,Mughlai,2023-04-05,5:00,25,DE74690,10.4,127,30,4.7,97,No,Delivered,delhi
SW5398455,USR474460,Box8,Continental,2023-04-05,8:16,43,DE35493,10.6,813,0,4.8,813,No,Delivered,Bengaluru
SW3806644,USR381313,Pind Balluchi,Chinese,2023-04-05,11:33,34,DE11102,3.5,574,20,4.5,554,No,Delivered,Jaipur
SW4147648,USR107940,Chaayos,Rolls,2023-04-05,14:50,41,DE12467,6.5,580,0,4.3,580,Yes,Delivered,Mumbai
SW4612203,USR944555,Faasos,Fast Food,2023-04-05,18:06,27,DE49509,2.2,135,0,3.3,135,No,Delivered,Delhi
SW4715343,USR415042,Wow Momo,Pizza,2023-04-05,21:23,38,DE86253,0.5,487,0,3.9,487,Yes,Delivered,Delhi
SW2840415,USR293713,KFC,Burgers,2023-04-06,0:39,28,DE50457,2,288,50,3.7,238,No,Delivered,Chennai
SW2798305,USR362532,Barbeque Nation,Continental,2023-04-06,3:56,40,DE39336,10,214,30,3.9,184,No,Cancelled,Chennai
SW1290432,USR965410,Domino's Pizza,Mughlai,2023-04-06,7:13,26,DE34748,6.2,866,0,4,866,No,Delivered,Bengaluru
SW2250658,USR104635,Udipi Palace,BIRYANI,2023-04-06,10:29,32,DE18466,3.5,233,50,3.1,183,No,Out for Delivery,Kolkata
SW4774619,USR893365,Pizza Hut,South Indian,2023-04-06,13:46,48,DE91890,11.9,184,0,,184,Yes,Delivered,Jaipur
SW8525113,USR151953,Mainland China,Fast Food,2023-04-06,17:03,20,DE72848,,404,,4.7,404,No,Delivered,delhi
SW8739527,USR296638,Barbeque Nation,Fast Food,2023-04-06,20:19,54,DE66479,6.6,213,0,3.4,213,Yes,Delivered,Kolkata
SW5649410,USR985192,Moti Mahal,north indian,2023-04-06,23:36,26,DE26759,7.3,202,0,3.6,202,No,Delivered,Pune
SW9721281,USR800806,Paradise Biryani,Mughlai,2023-04-07,2:52,30,DE70190,,597,,4.6,597,No,Delivered,Bengaluru
SW5893856,USR666765,Domino's Pizza,Continental,2023-04-07,6:09,41,DE39344,2.7,159,0,3.8,159,No,Delivered,Bengaluru
SW9220012,USR873012,Udipi Palace,NORTH INDIAN,2023-04-07,9:26,38,DE95375,11.5,1879,0,4.9,1879,No,Delivered,Jaipur
SW3281786,USR314947,Box8,NORTH INDIAN,2023-04-07,12:42,41,DE36731,6.2,752,50,3.1,702,Yes,Delivered,delhi
SW7764257,USR835032,Punjab Grill,biryani,2023-04-07,15:59,40,DE68599,4,475,0,4.5,475,No,Delivered,Bengaluru
SW7132140,USR984556,Wow Momo,biryani,2023-04-07,19:15,55,DE49782,2.2,308,0,3.7,308,Yes,Delivered,Pune
SW7195290,USR579503,Behrouz Biryani,pizza,2023-04-07,22:32,64,DE92420,1,317,0,1.2,317,Yes,Delivered,Bengaluru
SW8942738,USR650881,The Beer Cafe,Rolls,2023-04-08,1:49,41,DE63184,11.3,368,0,3.8,368,No,cancelled,Chennai
SW8311841,USR853934,Haldiram's,BIRYANI,2023-04-08,5:05,31,DE44950,3.2,487,0,3.5,487,No,Delivered,Mumbai
SW8414496,USR431176,Punjab Grill,BIRYANI,2023-04-08,8:22,34,DE92422,5.8,340,0,3.1,340,No,Delivered,Kolkata
SW1200656,USR267371,Subway,biryani,2023-04-08,11:38,42,DE71501,0.9,163,,4.8,163,No,Delivered,Hyderabad
SW6767483,USR934975,Smoke House Deli,Biryani,2023-04-08,14:55,62,DE80190,9.6,194,0,1.8,194,Yes,Delivered,delhi
SW9772272,USR634450,Box8,Continental,2023-04-08,18:12,36,DE54589,3.7,497,20,4.8,477,No,Delivered,Delhi
SW5811438,USR531843,Pizza Hut,Mughlai,2023-04-08,21:28,37,DE43710,11.5,473,0,4.2,473,Yes,Delivered,Delhi
SW3765614,USR640306,KFC,Burgers,2023-04-09,0:45,21,DE86193,9.9,1582,50,4,1532,No,Delivered,Kolkata
SW5798429,USR943948,Barbeque Nation,BIRYANI,2023-04-09,4:01,21,DE52094,10.3,159,30,4.5,129,No,Delivered,Chennai
SW5134500,USR478827,Udipi Palace,Fast Food,2023-04-09,7:18,20,DE29422,2.9,130,,4,130,No,Delivered,Jaipur
SW6394455,USR153307,Saravana Bhavan,CHINESE,2023-04-09,10:35,40,DE80152,2.7,174,0,3.8,174,No,Delivered,Bengaluru
SW7644241,USR929571,Pind Balluchi,Fast Food,2023-04-09,13:51,48,DE87763,7.5,1452,0,2.1,1452,Yes,Delivered,Hyderabad
SW4857507,USR159916,Barbeque Nation,Rolls,2023-04-09,17:08,39,DE58315,1.9,236,0,4.6,236,No,Delivered,Bengaluru
SW5550159,USR426046,Pind Balluchi,Burgers,2023-04-09,20:25,50,DE44120,11.5,99,0,2.8,99,Yes,Delivered,Delhi
SW5120908,USR134270,Punjab Grill,Continental,2023-04-09,23:41,24,DE60087,1.6,207,50,,157,No,Delivered,Delhi
SW4012013,USR107494,Cafe Coffee Day,Fast Food,2023-04-10,2:58,36,DE25380,8.6,158,0,3.1,158,No,Delivered,Chennai
SW4656173,USR121482,Punjab Grill,BIRYANI,2023-04-10,6:14,34,DE69491,2.4,272,0,4.3,272,No,Delivered,Bengaluru
SW7583707,USR364782,Wow Momo,CHINESE,2023-04-10,9:31,38,DE42585,7.6,187,50,3.4,137,No,Delivered,Chennai
SW6576840,USR274316,Udipi Palace,Burgers,2023-04-10,12:48,52,DE29520,,156,20,2.8,136,Yes,Delivered,Jaipur
SW9320956,USR185319,Mainland China,South Indian,2023-04-10,16:04,37,DE55267,2.9,312,0,3.3,312,No,Delivered,Bengaluru
SW8568922,USR296859,McDonald's,north indian,2023-04-10,19:21,54,DE49954,2,208,150,2.3,58,Yes,Delivered,Delhi
SW4137901,USR879776,Vaango,South Indian,2023-04-10,22:37,43,DE68252,7.8,101,20,3.3,81,Yes,Delivered,Hyderabad
SW8230286,USR341085,Sagar Ratna,Fast Food,2023-04-11,1:54,29,DE53642,1.6,213,30,4.8,183,No,Delivered,Bengaluru
SW5361811,USR796650,Pind Balluchi,Desserts,2023-04-11,5:11,26,DE63508,10.5,2377,75,4.8,2302,No,Delivered,Jaipur
SW8738121,USR662430,Burger King,Fast Food,2023-04-11,8:27,37,DE61449,,337,0,,337,No,Delivered,Pune
SW5131311,USR395319,Haldiram's,Burgers,2023-04-11,11:44,43,DE80835,9.3,342,0,3.3,342,No,Delivered,Bengaluru
SW7505421,USR706630,Haldiram's,Fast Food,2023-04-11,15:00,21,DE34334,4.9,150,150,4,0,No,cancelled,Chennai
SW8174799,USR553050,Wow Momo,biryani,2023-04-11,18:17,35,DE79147,5.1,129,0,3.2,129,No,Delivered,Chennai
SW9870695,USR216437,Vaango,pizza,2023-04-11,21:34,62,DE93853,2.9,268,30,,238,Yes,Delivered,Jaipur
SW4971582,USR292864,Haldiram's,BIRYANI,2023-04-12,0:50,38,DE78553,7.9,107,0,,107,No,Delivered,Hyderabad
SW4328903,USR326064,Box8,Biryani,2023-04-12,4:07,39,DE77666,1.4,288,,3.5,288,No,Delivered,Delhi
SW3223888,USR207886,Haldiram's,North Indian,2023-04-12,7:23,41,DE21007,9.2,431,0,,431,No,Delivered,Bengaluru
